block_slug,attr_name,attr_type,canonical_slot,standalone_block,attr_role,slot_role,role_classification,is_responsive,inspector_control_type
sgs/quote,bodyFontSizeMobile,number,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyFontSizeTablet,number,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyFontSizeUnit,string,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyFontStyle,string,text,sgs/text,select-from-enum,text-content,content-bearing,0,SelectControl
sgs/quote,bodyFontWeight,string,text,sgs/text,typography,text-content,content-bearing,0,SelectControl
sgs/quote,bodyLetterSpacing,number,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyLetterSpacingUnit,string,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyLineHeight,number,text,sgs/text,typography,text-content,content-bearing,1,RangeControl
sgs/quote,bodyLineHeightMobile,number,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyLineHeightTablet,number,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyLineHeightUnit,string,text,sgs/text,typography,text-content,content-bearing,0,RangeControl
sgs/quote,bodyMarginBottom,number,text,sgs/text,layout,text-content,content-bearing,1,RangeControl
sgs/quote,bodyMarginBottomMobile,number,text,sgs/text,layout,text-content,content-bearing,0,RangeControl
sgs/quote,bodyMarginBottomTablet,number,text,sgs/text,layout,text-content,content-bearing,0,RangeControl
sgs/quote,bodyMarginUnit,string,text,sgs/text,layout,text-content,content-bearing,0,RangeControl
sgs/quote,bodyTextDecoration,string,text,sgs/text,typography,text-content,content-bearing,0,SelectControl
sgs/quote,bodyTextTransform,string,text,sgs/text,typography,text-content,content-bearing,0,SelectControl
sgs/social-proof,text,string,text,sgs/text,text-content,text-content,content-bearing,0,
sgs/svg-background,textShadow,boolean,text,sgs/text,color,text-content,content-bearing,0,ToggleControl
sgs/team-member,bio,string,text,sgs/text,text-content,text-content,content-bearing,0,
sgs/text,text,string,text,sgs/text,text-content,text-content,content-bearing,0,
sgs/whatsapp-cta,message,string,text,sgs/text,text-content,text-content,content-bearing,0,TextareaControl
